Date,Post Text
2024-05-10,"Job Description: Call Quality Analyst (Outbound Telesales)Experience 4-5 years Location - Turbhe Navi Mumbai Salary 30-35 kRole Overview:We are seeking a meticulous and detail-oriented Call Quality Analyst to join our outbound telesales team. The ideal candidate will be responsible for monitoring and assessing the quality of calls made by our sales representatives to ensure adherence to established standards and procedures. The Call Quality Analyst will play a crucial role in improving overall sales performance through feedback, coaching, and continuous process improvement.Key Responsibilities:Call Monitoring and Evaluation:Listen to recorded calls and live interactions to assess adherence to script, quality standards, and compliance requirements.Evaluate sales techniques, communication skills, and customer handling practices to identify areas for improvement.Provide constructive feedback and coaching to sales representatives based on quality assessments.Quality Assurance Processes:Develop and implement quality assurance guidelines, processes, and metrics for outbound telesales operations.Conduct regular audits to ensure compliance with quality standards, policies, and regulatory requirements.Generate reports and analysis on quality performance, trends, and actionable insights for management review.Training and Development:Collaborate with training teams to develop and deliver quality-focused training programs for sales representatives.Facilitate calibration sessions and workshops to align quality expectations and performance standards across teams.Monitor the impact of training interventions on quality metrics and provide recommendations for improvement.Process Improvement:Identify opportunities for process enhancements and efficiency improvements within the outbound telesales function.Work closely with stakeholders to implement best practices, workflows, and tools to optimize quality and performance.Participate in continuous improvement initiatives and contribute to a culture of excellence and innovation.Qualifications and Skills:Bachelor's degree in Business Administration, Marketing, or related field.Proven experience as a Quality Analyst or similar role in outbound telesales, with a focus on call monitoring and evaluation.Strong understanding of sales processes, customer service principles, and quality assurance methodologies.Excellent communication skills with the ability to provide clear and actionable feedback.Analytical mindset with proficiency in data analysis, reporting, and quality metrics.Familiarity with CRM systems, call recording software, and quality assurance tools.Certification in quality management or related field is a plus.Benefits:Competitive salary and performance-based incentives.portunity aligns with your skills and career aspirations, we encourage you to apply and join our team as a Call Quality Analyst for outbound telesales.Contact -7506611234



…see more"
2024-05-10,"Hi Everyone,I am Leo from Riviant Inc.Hope you are doing great…This is the list of my consultants who are actively looking for new C2C job opportunities in the market.If you have any relevant requirements please share with me.Thank you and appreciate your response.Regards:Leo C | Email: leo@riviant.com | Bench Sales Recruiter | Riviant Inc(P): +1 (972)-635-3929 (Ext-504) | Fax: +1 469-557-25171928 Loma Linda Dr Irving TX 75063.www.riviant.com



…see more"
2024-05-10,"#Hiringalert!!! 📢 Join our team as a ""Product sales executive"" !!👜 #Position: #Productsalesexecutive🏢 #Company: Dev Information Technology Limited📍 #Location: #Ahmedabad 📚 #Requirements :• Sales management by creating distributor, channel, retail partner and end customers network across Gujarat / India.• Selling tally software or other software products• Presentation skills and fluent communication skills in English and Hindi. Gujarati will be added advantage.• Lead generation🌐 How to Apply:Ready to make an impact? Send your resume and cover letter to 📧 geeta.thapa@devitpl.com#References will be highly appreciated !!#Hiring #hiringsalesexecutive #productsalesexecutivejobs #salesjobs #salesexecutive



…see more"
2024-05-10,"We are hiring PRE -SALES EXECUTIVE (IT SECTOR)Experience : 1 to 5 yearsLocation : AhmedabadJob Description :We are seeking a dynamic and proactive Pre -sales Executive to join our team. The pre sales executive will be responsible for supporting the sales team by identifying leads, qualifying prospects, and providing pre sales support to ensure a smooth sales process.The ideal candidates will have excellent communication skills,a strong understanding of our products or services, and the ability to engage with potential customers effectively.Responsibilities: 1. Lead Generation :  Identify Potential leads through research, networking     and cold calling.2. Qualification : Qualify leads based on pre determined criteria to ensure they meet our target customer profile.3. Product Knowledge : Develop a deep understanding of our product or services effectively communicate their features and benifits to potential customer.4. Pre - sales Support : Assist the sales team in preparing Proposal, Presentation and Product demonstration tailored to te needs of each prospect.5. Relationship Building: Build and maintain relationships with potential customers to nurture leads and move them through the sales pipeline.6.  Market Research : Stay Updated on Industry trends, competitor offerings and customer need to inform sales strategies and tactics.7. Collaboration : Work closely with the Sales, marketing and products teams       to align pre-sales efforts with overall business objectives.8. Documentations : Maintain accurate records of all pre-sales activities, including lead status, communication history, and sales pipeline updates.Requirements:1. Bachelor's degree in Business Administration, Marketing, or related field.2. Proven experience in a pre-sales or sales support role, preferably in the [industry/sector].3. Excellent communication and interpersonal skills, with the ability to engage with customers at all levels.4. Strong organizational skills and attention to detail.5. Ability to work independently and as part of a team in a fast-paced environment.6. Proficiency in CRM software and Microsoft Office Suite.7. Knowledge of [specific industry/sector] is a plus.8. Willingness to travel for client meetings, conferences, and industry events as needed.Note : - The candidate must have experience in the IT services industryIf you are interested, feel free to drop your CV at hr@innodel.com



…see more"
2024-05-10,"Aadhar Housing Finance is coming up with an IPO worth INR 3,000 crores, consisting of a fresh issue of shares worth INR 1,000 crores and an offer for sale worth INR 2,000 crores. The company aims to meet the future capital requirements towards onward lending. https://lnkd.in/g9ZWfrmm#ipos #initialpublicoffering #stockmarkets #investing #ipoinvesting #equity #newlisting #stocks #marketnews #investmentopportunity #IPO



…see more"
2024-05-10,"Urgent Hiring !!!!!Hiring for Inside Sales (Edtech)Virtual InterviewLocation: Bengaluru (Sarjapur)EXCELLENT ENGLISH COMM. SKILLS REQUIREDMAX.8.5 LPA FOR EXPERIENCEDMin. 6months of sales exp. is must (any industry person can apply)JOB DESCRIPTION:·        Admission through Data Calling, online chat server.·        Advise Professional on specific programs and admission processes.·        Collect the feedback from the participants and consolidate the same·        Handling queries over telephone·        Converting leads into admissions.·        Recording and maintaining and calling on given leadsELIGIBILITY:·        Excellent written and verbal communications·        Min. graduation is required·        Must Have sales experience.·        Ready to work as per sales team requirement.INTERESTED CAN WHATSAPP THEIR CV ON 7838130033



…see more"
2024-05-10,"#HiringHello #linkedinconnectionsGreetings From ""VBG Teksystems Private Limited""!!!We are hiring for ""Bench sales Recruiters""#immediatehiringJob description:Position name: Bench sales recruiterExperience: 1-8YearsLocation: Hyderabad(Madhapur and Kondapur)Notice period: 0-15 days Role & responsibilities:As a Bench Sales Recruiter, you will be responsible for identifying, engaging, and placing IT professionals who are currently available for new projects with client companies.Coordinate with candidates from initial contact through entire interview/placement process which includes interview scheduling and follow up.Build and maintain relationships with consultants on the bench and collaborate with sales and delivery teams to fill client requirements.Your goal is to maximize the billable utilization of IT consultants on the bench.Identify and establish relationships with IT professionals who are on the bench.Maintain regular communication to understand their skills, career goals, and availabilityAnalyze job descriptions and technical skills needed for the positionsPresent qualified candidates to clients by preparing and submitting their resumesMarket candidates effectively to potential clients through phone calls, emails, and other communication channelsNegotiate compensation and other terms with both candidates and clients to ensure a successful placementActively involve in marketing of consultants on bench to the preferred vendors.Responsibilities also include calling prime vendors, developing corporate account relationships, presenting consultants, negotiating, and finalizing contracts.Maintain a strong bench of qualified candidates and track their availability for upcoming projectsKeep accurate records of candidate profiles, client interactions, and placement details using recruitment software or databasesEnsure compliance with all relevant laws and regulations, including labor laws and employment regulationsQualifications:Experience as US IT Bench Sales RecruiterStrong knowledge of IT technologies and skillsExcellent communication and interpersonal skillsNegotiation and sales skillsAbility to work in a fast-paced, target-driven environmentProficiency in using recruitment software and databasesWillingness to work flexible hours to accommodate client and candidate needsNetworking and relationship-building skillsKnowledge of various visa types and work authorization requirements (for international candidates)Role: IT RecruiterIndustry Type: IT Services & ConsultingDepartment: Human ResourcesEmployment Type: Full Time, PermanentRole Category: Recruitment & Talent AcquisitionInterested candidates can share your updated resume to Email id: pallavi@vbgsolutions.in#immediatehiring #benchsalesrecruiter #hyderabad #madhapur#share



…see more"
2024-05-10,"Job Vacancy: Sales and Marketing RepresentativeCompany: Rana Group Of Real Estate nd Construction Location: Aligarh Job Type: Full-timeJob Description:We are seeking a dynamic and results-driven Sales and Marketing Representative to join our team. In this role, you will be responsible for promoting our projects/services, generating leads, and closing sales. You will also collaborate with the marketing team to develop and implement effective marketing strategies to increase brand awareness and drive customer engagement. The ideal candidate will have excellent communication skills, a strong understanding of sales and marketing principles, and a passion for driving business growth.Responsibilities:1.Develop and implement sales strategies to achieve revenue targets.2.Identify and qualify leads through various channels including cold calling, networking, and referrals.3.Conduct sales presentations and demonstrations to potential customers.4.Build and maintain relationships with clients to ensure satisfaction and foster long-term partnerships.5.Collaborate with the marketing team to create and execute marketing campaigns, including digital marketing, social media, and content creation.6.Analyze market trends and customer feedback to optimize sales and marketing efforts.7.Stay up-to-date with industry developments and best practices in sales and marketing.Requirements:1.Bachelor’s degree in Marketing, Business Administration, or related field.2.Proven experience in sales and/or marketing roles.3.Strong communication and negotiation skills.4.Ability to work independently and as part of a team.5.Proficiency in CRM software and MS Office.6.Knowledge of digital marketing tools and techniques is a plus.Benefits:	•	Competitive salary package	•	Performance-based bonuses	•	Health insurance	•	Retirement savings plan	•	Professional development opportunitiesHow to Apply:Please send your resume and a cover letter outlining your qualifications and why you are interested in this position to Contact Dr Bushra (CEO) of Company 91-7906521713. Email ik.rana689@gmail.com Only shortlisted candidates will be contacted for interviews.Join our team and be part of a dynamic and innovative company committed to driving success through sales and marketing excellence!



…see more"
2024-05-10,"Hello Connections,We are having a urgent requirement for a leading Bank🏦Position : BDE (Casa sales)CTC : Upto 4.5 LPALocation: AhmedabadFor more information connect me on samepagehr3@gmail.com or 6261838039SamePage Prahalad Nai Shambhavi Tanwar Shikha . Shikha Shukla Bhumika Ameta Shraddha Sarathe Himanshu Meghrajani Trisha Shrivas Ashvini Patil Bharat Prajapati



…see more"
2024-05-10,"WE ARE HIRING FORJob Title: Business Development Executive(BDE)Company Name: VILIHI Virtual Services Pvt. Ltd.Job Description: We are looking for a dynamic and results-driven Business Development Executive to join our team. The ideal candidate will be responsible for identifying new business opportunities, building and maintaining client relationships, and achieving sales targets.Roles and Responsibilities:Serve as a key member of the business development team, helping to drive overall strategies and business growth.Work on warm leads and to establish contact with the client via phone calls, emails, text. Thereafter, identify the requirements of the client.Create prospect for the company and have a regular follow-up on leads by tracking the lead status through the data in the CRM.Identify, rationalize, and present the company services through telephonic or online video call presentation.Offer the best solutions for the clients business requirements, and likewise, boos sales to meet the team and personal monthly target.Act as the client's advocate to evangelize for their success, ensuring the client that by working with us, and by engaging our holistic services will drive fruitful results for the client.Take responsibility for pitching our services and idea to potential leads.Prepare daily reports of the calls dialed, emails sent, and new and old leads worked upon.Coordinate with the team and the manager to share inputs and participate to suggest sales strategies for the month.Prepare individual sales report for weekly sales meeting.Proven experience in delivering sales growth via targeting new verticals, sourcing contacts, developing messaging, and delivering structured sales campaigns.Identify and secure good relationships with the key decision-makers.Professional delivery of phone sales procedures.Effective execution of sales techniques.Be the face of the company.Skills Required:1+ years of experience in virtual assistant sales or business development with any outsourcing company.Demonstrated experience in winning clients.High degree of proficiency in MS Office with strong presentation skills.Excellent written and verbal communication skills.Results-oriented and a team player.Ability to think strategically and execute methodically. Adept at making data-driven decisions.Good negotiation skills.Comfortable in a fast-paced, multi-tasked, high-energy environment.Should be able to contribute both as an individual contributor and team contributor for success.Smart individual who has a craving to sell services in the U.S and Canadian business market.Shift Timing: U.S shift timings, 9 hours shift/5 days working (Mondays to Fridays), and weekends off.Salary: Negotiable and as per company norms hike in the current salary + incentives.Interested Candidates share your CV to hr@vilihivirtualservices.comKind Regards,Vipin Kumar Director vipin@vilihivirtualservices.com



…see more"
2024-05-10,"Hello Partners,Hope you are doing well and safe,Here I am sharing my updated hotlist Kindly go through the list and share the suitable requirements..Shilpa Reddy, Sr. Bench Sales Recruiter, D: (469) 888-6650, Email: shilpa@tekvibe.comActiva



…see more"
2024-05-10,"Aone HR ServiceRetail Job Alert: Retail Operations Manager for a Silver Premium Jewellery Brand @ Delhi✔Positions: Retail Operations Manager✔Budget : 20-25 Lacs ✔Locations : DelhiKey Responsibilities:•         Store Operations Management: Oversee day-to-day store operations, including opening and closing procedures, staffing, scheduling, and customer service standards.•         Process Improvement: Identify opportunities to streamline processes and improve efficiency in areas such as inventory management, cash handling, and store workflows.•         Compliance and Quality Assurance: Ensure compliance with company policies, procedures, and standards, as well as legal and regulatory requirements. Conduct regular audits to monitor compliance and identify areas for improvement.•         Inventory Management: Manage inventory levels, stock replenishment, and merchandising standards to optimize product availability, minimize stockouts, and maximize sales potential.•         Vendor and Supplier Management: Manage relationships with vendors and suppliers, including negotiation of contracts, pricing, and terms, to ensure timely delivery of goods and services.•         Training and Development: Train and develop store staff on operational processes, policies, and procedures to ensure consistency and adherence to standards.•         Performance Monitoring and Analysis: Monitor key performance indicators (KPIs) and operational metrics to track store performance, identify trends, and implement corrective actions as needed.•         Customer Experience Enhancement: Work closely with the retail management team to enhance the customer experience through improvements in store layout, signage, and amenities.•         Budget Management: Assist in the development and management of the retail operations budget, including expense forecasting, cost control, and resource allocation.📌 Interested candidates can share their CV with 2-3 photos on WhatsApp 9990869294/ 9999024822 or email -shakti@aonehr.net#mumbaijobs #retailcareers #retailjobs #stores #fashion #luxurious #luxurybrand #retailing #retailers #retailindustry #storemanager #stores #storekeeper #storejobs #store #storeonline #storeoperations #storeowner #storemanagerjobs #storemanagement #storebrand #storeexperience #storeopening #storelaunch #storedisplay #fashionconsultant #frontendjobs #retailjobs #luxuryretail #fashionstylist #storeoperations #storekeeper #retail #fashionjobs #fashionconsultant #fashionbrand #fashioncareer #fashionstylist #fashiondesignjobs #fashiondesigner #fashionindustry #areasalesmanager #areamanager #areasales #clustermanager #retailindustry #visualmerchandising #visualmerchandiser #visualmanagement #mumbaijobs #banglorejobs #chennaihiring #delhihiring #fashionjobs #sales #salesexecutives #hospitalityindustry #aviationcareers #retailjobs #luxuryfashion #luxurygoods #luxuryfurniture #luxurybrands



…see more"
2024-05-10,"Job Title: Branded Content ProducerCompany: Republic Media NetworkLocation: Noida, IndiaJob Type: Full-timeExperience Level: Mid-Senior LevelAbout Republic Media Network:Republic Media Network is a dynamic and fast-growing media organization committed to delivering high-quality news and entertainment content across various platforms. With a focus on innovation and creativity, we strive to engage and inspire our audience while providing value to our sponsors through impactful branded content experiences.Job Description:As a Branded Content Producer at Republic Media Network, you will be responsible for spearheading the development and execution of branded content initiatives in collaboration with our sponsors and internal teams. Leveraging your expertise in content strategy, project management, and creative direction, you will play a key role in bringing our sponsors' brand stories to life and delivering engaging content experiences to our audience.Key Responsibilities:1. Content Strategy:  - Develop and implement a comprehensive branded content strategy aligned with the objectives of our sponsors and the interests of our audience.  - Conduct research and analysis to identify market trends, audience insights, and opportunities for innovative content partnerships.  2. Project Management:  - Lead end-to-end campaign execution, from concept development and ideation to final delivery and performance analysis.  - Establish project timelines, milestones, and deliverables, and ensure that all projects are completed on time and within budget.  3. Creative Direction:  - Work closely with production units, designers, and video editors to translate brand objectives and concepts into compelling content experiences.  - Provide creative direction and feedback throughout the production process to ensure alignment with brand guidelines and campaign objectives.  4. Cross-functional Collaboration:  - Collaborate with Sales and Client Servicing teams to understand sponsor requirements and objectives and develop customized branded content solutions.  - Liaise with Editorial teams to integrate branded content seamlessly into our editorial calendar and ensure alignment with our editorial standards and values.  Apply now and let's create unforgettable content together. Join Republic Media Network in Noida and let your talent shine! ✨#BrandedContent #MediaJobs #NoidaOpportunity #RepublicMediaNetworkAnkit Saxena Riya Mukherjee Furqan Ahmed G.



…see more"
2024-05-10,"Hello #Folks 🙋‍♀️Are you a pro in #IT_sales? Then this opportunity is for you! 🤩Clarigo Infotech Private Limited is looking for #proactive #Business_Development_Executive#Required_Skills: Online Bidding, Upwork, Freelancer, Email Marketing, Lead Generation, Client Interaction.#Roles & Responsibilities :* Online Lead Generation via Upwork, Freelancer, Fiver, etc.* Lead Generation via Email Marketing* Should have knowledge of Linkedin Sales Navigator.* Excellent Analytical & Communication Skills (Written and Oral)* Email Etiquette, Proposal Writing, Follow-up and Requirement Gathering, and Client Interaction.* Prepare business reviews for the senior management team regarding progress and roadblocks to closing new enterprise customers.#Experience: 1-3 Years (IT Only)#Location: Indore (WFO)#Send your updated CV at - preetika@clarigoinfotech.com#bde #itsoftware #urgenthiring #bidding #Clienthandling #sales #business #share #cv #experience #career #applynowPreetika Kapoor Pooja Chouhan Damini Agrawal Viraj Tare Poorey Archana Gupta



…see more"
2024-05-10,"#HiringAlert #Kerala #Kochi #housingfinancejob Join Our Dynamic Team in Kochi, Kerala!🏠Are you ready to make a significant impact in the housing finance sector? #BranchSalesManager (Team Handling)    Job Openings: 2    Requirements: Minimum 4 years of sales experience in Housing Loan.     At least 1 year of experience in Team       Handling    Max CTC: Up to 7 LPA#RelationshipManager    Job Openings: 6    Requirements: Minimum 1 year of sales experience in any financial products     Max CTC: Up to 3.25 LPA #ApplyNow:https://lnkd.in/dyQNFpPVOr send your updated resume to [gayatri@hyrmus.com] with the subject line indicating the position you're applying for.  Join us on this exciting journey to redefine housing finance in Kochi! Best Regards,Gayatri GourFor more updates and insights, connect with us on: Hyrmus Instagram: https://lnkd.in/d2aKeaBPWhatsApp group: https://lnkd.in/dhhmWdfQHyrmus Deepak Gour Aayushi Mukhija Gayatri Gour #housingfinancejob #Keralajobs #Kochi #career #hyrmus #jobs #hr #hirings #lookingforjob #JobOpening #KochiJobs #HousingFinance #CareerOpportunity #branchsalesmanager #relationshipmanager



…see more"
2024-05-10,"Join Our Team as an AV Design Engineer! 🎥Are you a tech-savvy problem solver with a passion for crafting cutting-edge audiovisual solutions?We're seeking a dynamic individual to join our team in the role of AV Solutions Design & Pre-Sales Engineer! Key Responsibilities:•Collaborate with clients to understand their AV needs and provide tailored solutions•Design innovative AV systems that exceed client expectations, from concept to execution•Create detailed proposals, including system diagrams, equipment lists, and cost estimates•Partner with the sales team to present solutions and address technical inquiries during pre-sales meetings•Stay abreast of industry trends and product developments to ensure our solutions remain competitive Requirements:•Bachelor's degree in electrical engineering, Audio Engineering, or related field•Proven experience in AV system design and pre-sales engineering•Strong proficiency in CAD software (e.g., AutoCAD) and AV design tools (e.g., Visio)•Excellent communication and presentation skills•Ability to translate technical concepts into clear, compelling proposals. If you're ready to shape the future of AV technology and drive business success through innovative solutions, apply now! #AVSolutionsEngineer #PreSales #JoinOurTeam #AVSolutiondesigner #AVDesigners #AVISPL #Avisplndia #urgenthiring #hiringnow #mnchiring #hybridwork #gurgaonhiring #AVhiring #AVSI #jobs2024 #AVJobs #AVengineers



…see more"
2024-05-10,"🚀 Exciting Opportunity Alert! 🚀Are you ready to take your career in Sales & Marketing to new heights? Johnnette Technologies, a leading Drone Tech Company located in Sector 71, Noida, is on the lookout for a dynamic Jr. Associate to join our team!Position: Jr. Associate - Sales & MarketingExperience: 1-2 years in defense sales & GEM portal with an exposure in TenderingLocation: Sector 71, NoidaWebsite: www.johnnette.comImmediate joiners preferred!Key Responsibilities:Assist in sales and marketing activities, focusing on defense sector clienteleNavigate through GEM portal for efficient tendering processesCollaborate with cross-functional teams to achieve sales targetsStay updated with industry trends and market dynamicsRequirements:Graduates with a passion for sales and marketing1-2 years of relevant experience, particularly in defense salesFamiliarity with GEM portal and tendering processesStrong communication and interpersonal skillsAbility to thrive in a fast-paced environmentIf you're ready to make an impact in the exciting world of drone technology and defense sales, we want to hear from you! Immediate joiners are encouraged to send their CVs to recruitment@johnnette.com.For inquiries, contact our HR team at 9717845746.Don't miss out on this incredible opportunity to grow with us at Johnnette Technologies. Join our team and let's soar together!#SalesAndMarketing #DefenseSales #DroneTechnology #JobOpening #NoidaJobs #JohnnetteTechnologies #Opportunity #HiringNow



…see more"
2024-05-10,"📢 Attention all Connections! 📢 👉 Exciting news! There's a fantastic opportunity available for the role of Academic Counselor (Sales) at a prominent IT company located in Noida.🙌 We are in search of a highly motivated Academic Counselor adept at generating leads for our business👩‍💻 #️⃣Key Requirements 👇 **Experience of 1-3 years in academic counseling.**Demonstrated sales experience.**Exceptional communication and persuasion abilities.**Competitive salary package awaits!👉 Are you ready to be part of a vibrant and fast-paced work environment? Don't miss out on this opportunity! Send your CV to hr.operations@raspl.com.Join us in this dynamic journey!varsha jha #opportunity #applynow #jobopening #hiring #sales #counseling #bde



…see more"
2024-05-10,"Hello IT Recruiters& Managers,Hope you are doing well.Below is the ""Updated Hotlist"" of my available consultants who were Looking for new opportunities on C2C and C2H Contracts. Kindly Let me know if you have any suitable requirements for them.We are excited to be working with you and your company. Let me know if you have any contract requirements.Please kindly add sreekanth@askinvs.com/srikanthulli222@gmail.com to your distribution list for requirements.Thanks!Sreekanth | Sales RecruiterE-Mail: sreekanth@askinvs.comDesk 732-344-4268



…see more"
2024-05-10,"#Dear_Jobseekers ✅ !!𝐇𝐮𝐫𝐫𝐲 𝐮𝐩❗ 𝐀𝐩𝐩𝐥𝐲 𝐍𝐨𝐰 ❗Matrix Marketers is hiring for Inside Sales Manager :- ..Grab The Opportunity!!#Location:- Mohali (WFO)#Experience:- (5+  years)#Notice_Period:- (15 - 30 Days)#Interested candidates can DM me Directly Or Share CV at shivangi.thakur@matrixmarketers.comRoles and Responsibilities : -• Conducting proactive inside sales activities, including lead follow-up, outbound cold calls, and emails, to source new sales opportunities. • Utilizing LinkedIn for market research and lead generation, leveraging InMail messaging to connect with potential clients. • Participating in lead generation strategies to identify and cultivate business prospects, creating a robust pipeline of potential customers. • Understanding clients' needs and requirements to effectively identify and pursue sales opportunities. • Assisting qualified opportunities/clients in further development and closure, providing necessary support and information. • Responding promptly to potential customers' inquiries and providing additional information as needed via email communication. • Maintaining up-to-date knowledge of product and service offerings, as well as market updates and trends. • Handling end-to-end leads, from initial contact through to closing sales and achieving sales targets. • Staying informed about competing products and services to effectively position our offerings in the market. 



…see more"
2024-05-10,"US Process (night shift)2-6 years of experience (education industry is a bonus)Location - NoidaJob Type: Full-timePay: ₹20,000 - ₹50,000 per monthResponsibilities:Find new sales opportunities via cold calling and emailsUnderstand customer needs and requirementsResearch accounts, identify key players, and generate interestPerform effective online demos to prospectsClose sales and achieve monthly and weekly goalsYou will be working via phone or internet, there is no fieldwork involvedRequirements:Strong phone presenceExcellent verbal and written communications skillsStrong listening and presentation skillsGraduate/PG degree or equivalentPlease note that this is not a BPO job. It is purely a sales profile with tremendous career growth.Benefits:Health insuranceLeave encashmentProvident FundSupplemental pay types:Quarterly bonusEducation:Bachelor's (Preferred)Experience:Inside sales: 2 years (Required)Language:English (Required)Work Location: In personInterested candidates can send their resume at priya.yadav@ucertify.comAyush Mittal Neha Tiwari Muskan Bhushan Mohd Afsaar Varunendra Pratap Singh Ratnesh Srivastava Arjit Pathak



…see more"
2024-05-10,"❌ NOTE:NOT FOR BENCH SALES RECRUITERS ❌ ⏳ Hurry up Technical/IT Recruiters!!!⏳I am ready to fill your requirements on C2C with my skilled consultants. Technologies currently that my bench candidates work on:-POWER BIJAVA DEVELOPER QA AUTOMATION,QA LEADSAP SD SRUM MASTERNETWORK ENGINEERIAM SAILPOINT DEVELOPERSAILPOINT DEVELOPER.NET FULL STACK DEVELOPERETL DEVELOPERJAVA FULL STACK DEVELOPERSNOWFLAKE DEVELOPERSOC DEVELOPERDEVOPS ENGINEERSALESFORCE DEVELOPEREMAIL: Shiva.j@sinfralogix.comPHONE:+1 469-529-0708



…see more"
2024-05-10,"Hello Connections & Bench salesToday we have came with New Requirements, The Position is on C2C.1. Oracle Developer / Onsite Role (local must) / Jamesburg, NJ / 8+ Yrs Exp / Only GC, Citizen, GC-EAD.2. Guidewire Integration Lead Developer / Onsite Role / New Jersey, Atlanta, Chicago and NY sites (local must) / 10+ Yrs Exp / Only GC/USC/OPT EAD/H4 EAD/TN1 VISAS & OPEN TO H1B AS WELL.Reach me : karthik.yadav@dhalite.com / LinkedIn is the best way to reach me#BenchSales #Staffing #Recruitment #Consulting #Sales #Hiring #BenchManagement #StaffAugmentation #ITStaffing #RecruitingLife #BusinessDevelopment #ClientManagement #RecruitmentAgency#TechTalent #StaffingSolutions #ContractStaffing #TalentAcquisition #HRConsulting #BenchStrategy #SalesLife #benchsales #benchinfo #benchsale #benchcandidates #benchgroups #bench #c2c #corp2corp #BlockchainDeveloper #SoftwareEngineer #USCitizen #GreenCardHolder #GCEAD #H4EAD #RecruitTalent #HiringNow #JoinOurTeam #CareerOpportunity #JobOpening #NowHiring #BenchStrength #C2CJobs #RecruitmentDrive #GrowWithUs #OutdoorFurnitureSale #BenchSale #GardenBench #OutdoorLiving #PatioFurniture #DeckDecor #BackyardBlissbenches #FurnitureDeals #OutdoorStyle #SpringSale #gc #h4ead #gcead #usc #onsiterole #localcandidatemust #OracleDev#PLSQL #OracleDB #OracleAPEX #OracleSQL #OracleCloud #OracleCode #oracledeveloper #oracledevelopment #oracledevelopers #oracledevelopments #Guidewire #IntegrationDevelopment #LeadDeveloper #InsuranceTechnology #ClaimCenter #PolicyCenter #BillingCenter #Insurtech #guidewiredeveloper #guidewireleaddeveloper #guidewireleaddevelopement



…see more"
2024-05-10,"Last line  was his personal 👀😅Tag 😅😅😅Do Follow  me   C Naveen   For More Humouros Content on LinkedInPlease share  your Daily Requirements for : Naveen.sales18@gmail.comDo Follow on Instagram :  https://lnkd.in/dFvXHB72#details #shares #vendors #suppliers #opt #c2c #updating #corps #corp2corp #c2crequirements #availableconsultants #h1bvisa #jobs #candidatessearching #availableconsultants #requirements #vendorempanelment #jobsearch #opt #subcontractors #benchsales #daily #matching #jobs #directclients #clients #Us #It #Sales #BenchSales #usitrecruiters #contractjobs #softwareengineer #usitstaffing #fullstackjavadeveloper #hiring #jobs #vendors #distributions #sharelist #benchsales #benchsale #benchsalesrecruiters #jobopening #distributions #corp2corp #recruiting #recruiterjobs #jobopening #requirements, #recruiting #recruiting #corp2corp #recruitmentjobs #comment #nowhiring #activelylookingforjob #jobseeker #jobopportunity #usajob #uscitizens #salesforce #benchsalesrecruiters #benchsales #sales #work #consulting #details



…see more"
2024-05-10,"Hi #connections...!Urgent Requirement..TekPillar®Position- Sales ManagerJob Roll: On Roll JobLocation: #indore #bhopal #jabalpurSalary- 4 LPA+ Incentives+ BonusExperience- 2+ Years experience in sales and marketing any fieldInterested candidate share resume WhatsApp 9913084432 or mail hetal@tekpillar.com#sales #marketing #banking #field #b2b #b2c #casa #credit #debit #teamleader #insurance #bfsi #nbfc #fmcg #pharma #loans #leadgeneration #agency #realestete #microfinance #fianance #clientrelationship #mr #travel #tourism #counselling



…see more"
2024-05-10,"Hello Recruiters [Not for bench sales recruiters] Please check below Updated hotlist for C2C and C2H and let me know if you have any suitable requirements. Comment your mail id if you are working on any requirement below Email :ranjithchindamj55@gmail.com  Phone : 4694988469  Sr Big Data Engineer Sr Scrum Master ServiceNow Developer/Admin Sr Software DevOps Engineer IAM Security Analyst Sr. Full Stack .Net Developer SQL Server DBA QA Automation Engineer SDET Sr. Full Stack Java Developer Java Full stack Developer AWS DevOps Engineer Azure DevOps Engineer Sr AWS Data Engineer Sr Data Engineer with Azure Sr. Python Developer Golang Developer Sr UI/UX Developer ServiceNow Developer Sr. Network Engineer IOS Developer/Mobile Developer Sr. Salesforce Consultant/NetSuite Admin& Developer MuleSoft Developer & Integration Engineer   #hotlist  #pythondeveloper  #javadeveloper  #awsdevopsengineer  #azuredevopsengineer  #sdet  #qaautomationengineer  #bigdataengineer  #awsdataengineer #azuredataengineer #bigdataengineer  #hadoopdeveloper  #dotnetdeveloper #scrummaster #iamengineer  #javafullstackdeveloper #dotnetfullstackdeveloper #sqlserver  #golangdeveloper  #servicenowdeveloper  #uiuxdeveloper #networkenginner  #iosdeveloper #mobiledeveloper  #netsuite #lookingforc2croles #salesforcedeveloper #businessanalyst #mulesoftdeveloper #c2c #contract #lookingforajob #lookingfornewopportunities #lookingfornewjob #hotlist  #hotlists  #resources  #resource #itprofessionals  #developers  #developer #lookingforc2cpositions



…see more"
